y1,y2,y3,mu1,mu2,mu3,M11,M12,M13,M21,M22,M23,M31,M32,M33
2.007744284551232550e+00,1.800960640092124265e+01,1.100396249900611778e+01,2.000000000000000111e-01,6.999999999999999556e-01,9.000000000000000222e-01,-1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,0.000000000000000000e+00,-1.000000000000000056e-01
